0 0.024 0.116 0.002 0.8 	 0.829 0.106 0.091 0.716 	 0.873 0.095 0.078 0.7 	
200 0.466 0.828 0.394 0.0 	 0.0 0.834 0.0 0.0 	 0.0 0.097 0.0 0.0 	
400 0.553 0.857 0.481 0.0 	 0.005 0.87 0.001 0.002 	 0.0 0.123 0.0 0.0 	
600 0.63 0.888 0.564 0.0 	 0.015 0.879 0.011 0.012 	 0.0 0.104 0.0 0.0 	
800 0.667 0.913 0.612 0.0 	 0.021 0.898 0.015 0.017 	 0.0 0.11 0.0 0.0 	
1000 0.693 0.916 0.636 0.0 	 0.055 0.892 0.041 0.049 	 0.002 0.102 0.0 0.002 	
1200 0.711 0.928 0.661 0.0 	 0.033 0.896 0.021 0.024 	 0.0 0.114 0.0 0.0 	
1400 0.734 0.936 0.684 0.0 	 0.045 0.903 0.037 0.04 	 0.001 0.099 0.0 0.001 	
1600 0.763 0.947 0.722 0.002 	 0.115 0.892 0.096 0.103 	 0.029 0.102 0.006 0.029 	
1800 0.809 0.952 0.768 0.001 	 0.106 0.889 0.086 0.094 	 0.082 0.125 0.01 0.082 	
2000 0.821 0.96 0.788 0.0 	 0.102 0.895 0.081 0.089 	 0.017 0.117 0.001 0.017 	
2200 0.841 0.956 0.804 0.001 	 0.156 0.907 0.139 0.149 	 0.062 0.129 0.004 0.062 	
2400 0.85 0.968 0.821 0.0 	 0.126 0.91 0.108 0.118 	 0.089 0.128 0.009 0.089 	
2600 0.864 0.97 0.839 0.0 	 0.129 0.897 0.112 0.122 	 0.061 0.119 0.006 0.061 	
2800 0.872 0.965 0.84 0.0 	 0.115 0.906 0.095 0.104 	 0.064 0.117 0.007 0.063 	
3000 0.878 0.973 0.854 0.0 	 0.134 0.905 0.115 0.125 	 0.061 0.115 0.007 0.059 	
3200 0.896 0.978 0.876 0.001 	 0.206 0.903 0.179 0.196 	 0.079 0.108 0.006 0.075 	
3400 0.91 0.98 0.891 0.0 	 0.125 0.893 0.104 0.117 	 0.021 0.117 0.004 0.019 	
3600 0.903 0.984 0.89 0.0 	 0.233 0.911 0.205 0.222 	 0.149 0.123 0.018 0.143 	
3800 0.92 0.978 0.9 0.0 	 0.16 0.915 0.139 0.153 	 0.04 0.119 0.006 0.038 	
4000 0.922 0.988 0.911 0.0 	 0.144 0.919 0.13 0.137 	 0.065 0.108 0.008 0.06 	
4200 0.924 0.988 0.912 0.001 	 0.238 0.92 0.214 0.23 	 0.082 0.127 0.009 0.081 	
4400 0.92 0.981 0.903 0.003 	 0.335 0.914 0.301 0.326 	 0.141 0.116 0.016 0.141 	
4600 0.935 0.987 0.923 0.0 	 0.232 0.904 0.207 0.224 	 0.115 0.12 0.013 0.113 	
4800 0.935 0.984 0.919 0.0 	 0.198 0.917 0.18 0.192 	 0.038 0.11 0.006 0.036 	
5000 0.939 0.984 0.923 0.0 	 0.219 0.919 0.198 0.213 	 0.171 0.118 0.021 0.17 	
final 0.9359 0.987 0.9238 0.0005 	 0.2106 0.8942 0.1833 0.2012 	 0.1636 0.1092 0.0181 0.1623 	
