0 0.122 0.096 0.008 0.0 	 0.0 0.088 0.0 0.0 	 0.0 0.109 0.0 0.0 	
200 0.496 0.836 0.414 0.0 	 0.008 0.826 0.004 0.005 	 0.0 0.126 0.0 0.0 	
400 0.555 0.87 0.481 0.0 	 0.014 0.866 0.006 0.006 	 0.0 0.129 0.0 0.0 	
600 0.63 0.888 0.56 0.001 	 0.036 0.885 0.025 0.029 	 0.0 0.127 0.0 0.0 	
800 0.655 0.917 0.605 0.001 	 0.041 0.898 0.032 0.037 	 0.0 0.125 0.0 0.0 	
1000 0.704 0.933 0.654 0.0 	 0.074 0.895 0.057 0.061 	 0.0 0.13 0.0 0.0 	
1200 0.749 0.949 0.708 0.0 	 0.048 0.899 0.036 0.038 	 0.0 0.128 0.0 0.0 	
1400 0.769 0.953 0.729 0.001 	 0.124 0.906 0.107 0.116 	 0.0 0.129 0.0 0.0 	
1600 0.84 0.953 0.798 0.001 	 0.14 0.904 0.123 0.131 	 0.0 0.134 0.0 0.0 	
1800 0.867 0.959 0.831 0.001 	 0.137 0.907 0.115 0.125 	 0.0 0.13 0.0 0.0 	
2000 0.875 0.977 0.853 0.0 	 0.163 0.905 0.14 0.152 	 0.001 0.126 0.0 0.001 	
2200 0.885 0.973 0.858 0.0 	 0.22 0.91 0.196 0.208 	 0.001 0.128 0.0 0.001 	
2400 0.901 0.981 0.884 0.0 	 0.228 0.911 0.198 0.219 	 0.016 0.129 0.001 0.016 	
2600 0.903 0.984 0.889 0.001 	 0.232 0.903 0.196 0.218 	 0.014 0.126 0.003 0.014 	
2800 0.909 0.987 0.897 0.0 	 0.186 0.904 0.161 0.172 	 0.001 0.13 0.0 0.0 	
3000 0.933 0.983 0.916 0.0 	 0.192 0.907 0.164 0.183 	 0.005 0.131 0.0 0.005 	
3200 0.937 0.987 0.925 0.0 	 0.192 0.892 0.165 0.184 	 0.002 0.117 0.0 0.001 	
3400 0.941 0.985 0.926 0.0 	 0.243 0.913 0.214 0.233 	 0.031 0.135 0.005 0.03 	
3600 0.942 0.988 0.93 0.0 	 0.255 0.913 0.225 0.246 	 0.04 0.125 0.005 0.039 	
3800 0.949 0.99 0.94 0.0 	 0.305 0.902 0.264 0.292 	 0.023 0.126 0.001 0.022 	
4000 0.956 0.987 0.943 0.001 	 0.233 0.906 0.206 0.224 	 0.017 0.132 0.0 0.016 	
4200 0.947 0.992 0.939 0.001 	 0.356 0.913 0.316 0.345 	 0.075 0.132 0.006 0.074 	
4400 0.945 0.99 0.935 0.0 	 0.354 0.916 0.324 0.349 	 0.107 0.121 0.012 0.106 	
4600 0.946 0.993 0.939 0.0 	 0.312 0.904 0.278 0.302 	 0.034 0.117 0.004 0.033 	
4800 0.964 0.99 0.954 0.001 	 0.334 0.904 0.304 0.326 	 0.067 0.129 0.01 0.065 	
5000 0.958 0.991 0.95 0.0 	 0.299 0.905 0.261 0.289 	 0.025 0.132 0.004 0.024 	
final 0.9635 0.991 0.9547 0.0004 	 0.2771 0.8958 0.2427 0.2676 	 0.0341 0.1101 0.0035 0.034 	
