0 0.107 0.108 0.013 0.01 	 0.008 0.101 0.002 0.008 	 0.0 0.118 0.0 0.0 	
200 0.505 0.842 0.434 0.0 	 0.007 0.846 0.002 0.002 	 0.0 0.122 0.0 0.0 	
400 0.583 0.873 0.515 0.0 	 0.02 0.881 0.013 0.015 	 0.0 0.123 0.0 0.0 	
600 0.635 0.893 0.569 0.001 	 0.035 0.897 0.031 0.033 	 0.004 0.122 0.001 0.004 	
800 0.668 0.917 0.615 0.0 	 0.029 0.898 0.026 0.027 	 0.002 0.118 0.001 0.002 	
1000 0.722 0.937 0.677 0.001 	 0.075 0.893 0.062 0.067 	 0.012 0.122 0.003 0.012 	
1200 0.746 0.938 0.699 0.0 	 0.04 0.902 0.033 0.036 	 0.008 0.119 0.003 0.008 	
1400 0.805 0.949 0.761 0.001 	 0.088 0.898 0.075 0.084 	 0.068 0.119 0.007 0.068 	
1600 0.837 0.965 0.809 0.0 	 0.107 0.906 0.091 0.101 	 0.121 0.116 0.012 0.121 	
1800 0.843 0.959 0.807 0.0 	 0.123 0.895 0.106 0.117 	 0.032 0.123 0.003 0.032 	
2000 0.866 0.974 0.843 0.0 	 0.137 0.906 0.119 0.13 	 0.054 0.127 0.008 0.054 	
2200 0.888 0.967 0.858 0.001 	 0.144 0.909 0.129 0.14 	 0.072 0.109 0.006 0.072 	
2400 0.897 0.981 0.885 0.001 	 0.154 0.907 0.133 0.147 	 0.049 0.122 0.002 0.049 	
2600 0.906 0.985 0.893 0.001 	 0.261 0.897 0.224 0.252 	 0.173 0.121 0.017 0.173 	
2800 0.927 0.979 0.907 0.0 	 0.176 0.902 0.155 0.169 	 0.136 0.109 0.014 0.134 	
3000 0.932 0.983 0.918 0.002 	 0.219 0.902 0.19 0.21 	 0.123 0.122 0.017 0.122 	
3200 0.944 0.988 0.933 0.0 	 0.233 0.903 0.202 0.225 	 0.149 0.117 0.017 0.149 	
3400 0.939 0.987 0.928 0.0 	 0.3 0.901 0.265 0.288 	 0.16 0.116 0.016 0.16 	
3600 0.954 0.991 0.945 0.0 	 0.261 0.904 0.225 0.251 	 0.122 0.121 0.011 0.12 	
3800 0.941 0.994 0.937 0.001 	 0.312 0.902 0.269 0.297 	 0.134 0.107 0.015 0.134 	
4000 0.949 0.995 0.944 0.0 	 0.319 0.92 0.288 0.311 	 0.202 0.117 0.023 0.201 	
4200 0.96 0.989 0.949 0.0 	 0.327 0.905 0.285 0.313 	 0.129 0.109 0.014 0.128 	
4400 0.961 0.991 0.952 0.002 	 0.343 0.913 0.31 0.334 	 0.186 0.11 0.019 0.185 	
4600 0.967 0.991 0.958 0.0 	 0.362 0.904 0.322 0.348 	 0.124 0.115 0.016 0.122 	
4800 0.971 0.99 0.961 0.0 	 0.303 0.894 0.261 0.289 	 0.102 0.104 0.009 0.094 	
5000 0.96 0.987 0.948 0.0 	 0.323 0.91 0.289 0.315 	 0.128 0.109 0.01 0.124 	
final 0.9518 0.9884 0.9407 0.0011 	 0.3065 0.8999 0.2722 0.2962 	 0.1352 0.1046 0.0126 0.1329 	
