0 0.05 0.098 0.008 0.627 	 0.561 0.109 0.044 0.561 	 0.713 0.109 0.086 0.713 	
200 0.466 0.824 0.388 0.0 	 0.012 0.828 0.003 0.003 	 0.0 0.129 0.0 0.0 	
400 0.606 0.85 0.519 0.0 	 0.014 0.86 0.005 0.005 	 0.0 0.127 0.0 0.0 	
600 0.653 0.872 0.574 0.0 	 0.028 0.87 0.015 0.018 	 0.0 0.126 0.0 0.0 	
800 0.676 0.875 0.601 0.0 	 0.017 0.887 0.01 0.011 	 0.0 0.127 0.0 0.0 	
1000 0.73 0.883 0.647 0.0 	 0.046 0.875 0.027 0.03 	 0.0 0.121 0.0 0.0 	
1200 0.768 0.895 0.691 0.001 	 0.027 0.88 0.013 0.016 	 0.0 0.13 0.0 0.0 	
1400 0.778 0.897 0.702 0.0 	 0.055 0.884 0.038 0.042 	 0.006 0.122 0.001 0.006 	
1600 0.83 0.897 0.743 0.0 	 0.074 0.875 0.049 0.052 	 0.005 0.131 0.001 0.005 	
1800 0.86 0.918 0.793 0.0 	 0.047 0.874 0.031 0.037 	 0.0 0.128 0.0 0.0 	
2000 0.859 0.909 0.781 0.0 	 0.091 0.863 0.064 0.072 	 0.002 0.132 0.001 0.002 	
2200 0.853 0.918 0.782 0.001 	 0.106 0.872 0.081 0.09 	 0.013 0.129 0.003 0.013 	
2400 0.88 0.925 0.813 0.001 	 0.1 0.876 0.077 0.085 	 0.021 0.111 0.003 0.021 	
2600 0.91 0.928 0.844 0.0 	 0.125 0.87 0.097 0.105 	 0.045 0.12 0.003 0.042 	
2800 0.915 0.929 0.851 0.001 	 0.077 0.888 0.058 0.064 	 0.001 0.117 0.0 0.001 	
3000 0.918 0.932 0.855 0.002 	 0.079 0.895 0.06 0.068 	 0.01 0.114 0.001 0.009 	
3200 0.928 0.941 0.871 0.0 	 0.118 0.874 0.093 0.103 	 0.013 0.12 0.002 0.012 	
3400 0.936 0.939 0.88 0.0 	 0.102 0.887 0.081 0.09 	 0.015 0.109 0.001 0.01 	
3600 0.936 0.948 0.888 0.0 	 0.114 0.888 0.082 0.095 	 0.05 0.115 0.007 0.035 	
3800 0.933 0.943 0.877 0.001 	 0.127 0.895 0.106 0.116 	 0.02 0.122 0.003 0.02 	
4000 0.943 0.948 0.892 0.0 	 0.122 0.885 0.099 0.107 	 0.076 0.112 0.007 0.05 	
4200 0.948 0.939 0.892 0.0 	 0.086 0.89 0.064 0.076 	 0.027 0.114 0.003 0.022 	
4400 0.939 0.936 0.88 0.001 	 0.174 0.872 0.135 0.145 	 0.178 0.125 0.019 0.145 	
4600 0.942 0.946 0.891 0.0 	 0.138 0.89 0.11 0.121 	 0.041 0.115 0.003 0.03 	
4800 0.945 0.944 0.89 0.0 	 0.153 0.895 0.127 0.142 	 0.029 0.119 0.002 0.026 	
5000 0.948 0.959 0.909 0.0 	 0.163 0.888 0.131 0.149 	 0.031 0.121 0.002 0.021 	
final 0.9577 0.9538 0.9127 0.0002 	 0.1502 0.8867 0.1194 0.1339 	 0.028 0.1065 0.0021 0.0227 	
