0 0.159 0.139 0.026 0.313 	 0.057 0.129 0.009 0.306 	 0.152 0.116 0.02 0.818 	
200 0.565 0.871 0.49 0.002 	 0.012 0.872 0.006 0.006 	 0.0 0.112 0.0 0.0 	
400 0.624 0.897 0.562 0.005 	 0.019 0.891 0.011 0.017 	 0.0 0.106 0.0 0.0 	
600 0.662 0.912 0.61 0.003 	 0.033 0.893 0.023 0.028 	 0.0 0.115 0.0 0.0 	
800 0.718 0.93 0.669 0.003 	 0.041 0.908 0.03 0.037 	 0.0 0.119 0.0 0.002 	
1000 0.741 0.945 0.705 0.002 	 0.061 0.909 0.045 0.055 	 0.009 0.115 0.001 0.017 	
1200 0.761 0.952 0.722 0.001 	 0.067 0.91 0.054 0.065 	 0.012 0.127 0.0 0.024 	
1400 0.783 0.955 0.751 0.006 	 0.101 0.918 0.085 0.101 	 0.047 0.125 0.001 0.161 	
1600 0.811 0.971 0.785 0.003 	 0.095 0.909 0.081 0.094 	 0.031 0.133 0.002 0.09 	
1800 0.852 0.975 0.83 0.006 	 0.109 0.909 0.091 0.11 	 0.019 0.122 0.001 0.046 	
2000 0.871 0.974 0.848 0.005 	 0.141 0.905 0.13 0.148 	 0.036 0.126 0.003 0.122 	
2200 0.866 0.979 0.849 0.005 	 0.121 0.91 0.105 0.125 	 0.038 0.123 0.001 0.13 	
2400 0.882 0.978 0.861 0.003 	 0.155 0.908 0.136 0.163 	 0.054 0.119 0.003 0.191 	
2600 0.919 0.983 0.902 0.004 	 0.147 0.9 0.129 0.166 	 0.041 0.124 0.004 0.159 	
2800 0.919 0.992 0.911 0.001 	 0.174 0.911 0.157 0.188 	 0.051 0.121 0.004 0.194 	
3000 0.924 0.987 0.911 0.003 	 0.175 0.894 0.151 0.187 	 0.058 0.117 0.004 0.209 	
3200 0.93 0.987 0.918 0.009 	 0.193 0.914 0.177 0.215 	 0.056 0.117 0.005 0.202 	
3400 0.938 0.987 0.925 0.005 	 0.191 0.906 0.173 0.21 	 0.074 0.109 0.006 0.261 	
3600 0.948 0.985 0.933 0.0 	 0.188 0.913 0.166 0.209 	 0.03 0.113 0.003 0.13 	
3800 0.95 0.991 0.941 0.001 	 0.225 0.909 0.194 0.258 	 0.054 0.117 0.003 0.219 	
4000 0.954 0.993 0.947 0.005 	 0.236 0.9 0.207 0.274 	 0.045 0.099 0.002 0.189 	
4200 0.958 0.993 0.951 0.002 	 0.263 0.914 0.237 0.287 	 0.073 0.11 0.009 0.296 	
4400 0.954 0.994 0.948 0.003 	 0.249 0.91 0.219 0.286 	 0.066 0.113 0.006 0.245 	
4600 0.956 0.996 0.952 0.002 	 0.226 0.904 0.202 0.248 	 0.074 0.114 0.007 0.311 	
4800 0.954 0.991 0.945 0.003 	 0.283 0.902 0.248 0.333 	 0.084 0.109 0.011 0.381 	
5000 0.961 0.992 0.953 0.002 	 0.259 0.902 0.231 0.295 	 0.05 0.107 0.005 0.232 	
final 0.9672 0.9921 0.9597 0.002 	 0.2771 0.8975 0.2396 0.2954 	 0.0404 0.1158 0.005 0.1902 	
