0 0.11 0.14 0.021 0.001 	 0.005 0.124 0.0 0.004 	 0.0 0.094 0.0 0.0 	
200 0.479 0.846 0.405 0.002 	 0.022 0.859 0.011 0.014 	 0.0 0.128 0.0 0.0 	
400 0.556 0.872 0.485 0.001 	 0.029 0.873 0.02 0.022 	 0.009 0.115 0.001 0.009 	
600 0.585 0.892 0.517 0.001 	 0.069 0.892 0.06 0.063 	 0.014 0.119 0.001 0.014 	
800 0.626 0.918 0.573 0.0 	 0.062 0.894 0.053 0.057 	 0.07 0.127 0.008 0.07 	
1000 0.66 0.938 0.616 0.002 	 0.095 0.895 0.083 0.086 	 0.214 0.127 0.022 0.213 	
1200 0.696 0.944 0.654 0.0 	 0.069 0.903 0.059 0.063 	 0.073 0.122 0.012 0.073 	
1400 0.758 0.95 0.725 0.0 	 0.101 0.899 0.087 0.097 	 0.204 0.129 0.029 0.204 	
1600 0.794 0.952 0.754 0.0 	 0.147 0.897 0.128 0.142 	 0.238 0.117 0.025 0.238 	
1800 0.819 0.958 0.782 0.0 	 0.144 0.89 0.126 0.136 	 0.27 0.126 0.034 0.268 	
2000 0.84 0.972 0.813 0.001 	 0.172 0.895 0.154 0.167 	 0.366 0.126 0.045 0.363 	
2200 0.873 0.966 0.843 0.0 	 0.256 0.894 0.226 0.245 	 0.507 0.124 0.061 0.507 	
2400 0.897 0.979 0.877 0.002 	 0.233 0.902 0.206 0.224 	 0.197 0.124 0.022 0.197 	
2600 0.899 0.982 0.884 0.002 	 0.27 0.894 0.24 0.261 	 0.45 0.124 0.061 0.45 	
2800 0.904 0.987 0.891 0.0 	 0.243 0.905 0.22 0.234 	 0.245 0.126 0.029 0.244 	
3000 0.936 0.986 0.924 0.0 	 0.234 0.9 0.21 0.227 	 0.232 0.129 0.031 0.232 	
3200 0.945 0.985 0.93 0.001 	 0.285 0.907 0.257 0.277 	 0.283 0.128 0.036 0.283 	
3400 0.948 0.989 0.937 0.0 	 0.314 0.902 0.284 0.306 	 0.352 0.128 0.049 0.352 	
3600 0.948 0.987 0.935 0.0 	 0.357 0.898 0.321 0.345 	 0.351 0.124 0.05 0.346 	
3800 0.953 0.99 0.943 0.0 	 0.283 0.895 0.254 0.276 	 0.251 0.117 0.033 0.25 	
4000 0.961 0.982 0.944 0.0 	 0.361 0.91 0.332 0.355 	 0.338 0.116 0.038 0.337 	
4200 0.964 0.988 0.952 0.0 	 0.334 0.905 0.306 0.325 	 0.414 0.12 0.048 0.412 	
4400 0.962 0.991 0.953 0.0 	 0.385 0.912 0.354 0.372 	 0.537 0.124 0.074 0.535 	
4600 0.954 0.984 0.938 0.002 	 0.354 0.898 0.316 0.343 	 0.405 0.127 0.055 0.403 	
4800 0.959 0.99 0.949 0.001 	 0.415 0.901 0.378 0.407 	 0.465 0.122 0.063 0.462 	
5000 0.961 0.995 0.956 0.0 	 0.326 0.899 0.295 0.313 	 0.283 0.125 0.032 0.281 	
final 0.9677 0.9913 0.9596 0.0 	 0.3139 0.8963 0.2773 0.3036 	 0.287 0.1094 0.0313 0.284 	
