0 0.068 0.097 0.012 0.607 	 0.167 0.102 0.019 0.641 	 0.191 0.093 0.014 0.878 	
200 0.581 0.838 0.488 0.002 	 0.011 0.843 0.003 0.003 	 0.0 0.126 0.0 0.0 	
400 0.64 0.872 0.556 0.003 	 0.021 0.857 0.007 0.009 	 0.0 0.12 0.0 0.001 	
600 0.704 0.903 0.638 0.002 	 0.026 0.868 0.01 0.013 	 0.0 0.113 0.0 0.0 	
800 0.746 0.912 0.677 0.002 	 0.035 0.872 0.015 0.018 	 0.0 0.121 0.0 0.001 	
1000 0.79 0.914 0.723 0.002 	 0.033 0.878 0.013 0.017 	 0.001 0.114 0.0 0.007 	
1200 0.829 0.92 0.761 0.002 	 0.041 0.897 0.021 0.027 	 0.002 0.116 0.0 0.005 	
1400 0.859 0.929 0.798 0.001 	 0.044 0.884 0.024 0.026 	 0.001 0.115 0.0 0.001 	
1600 0.868 0.935 0.812 0.001 	 0.058 0.885 0.035 0.042 	 0.003 0.104 0.0 0.008 	
1800 0.892 0.943 0.84 0.002 	 0.065 0.877 0.037 0.044 	 0.0 0.119 0.0 0.008 	
2000 0.9 0.949 0.852 0.001 	 0.061 0.874 0.035 0.042 	 0.003 0.121 0.0 0.017 	
2200 0.92 0.943 0.866 0.001 	 0.069 0.886 0.042 0.052 	 0.007 0.11 0.0 0.028 	
2400 0.912 0.943 0.861 0.002 	 0.081 0.89 0.048 0.057 	 0.003 0.114 0.0 0.015 	
2600 0.927 0.959 0.887 0.001 	 0.071 0.89 0.046 0.053 	 0.0 0.122 0.0 0.012 	
2800 0.941 0.95 0.894 0.0 	 0.074 0.891 0.044 0.054 	 0.001 0.122 0.0 0.007 	
3000 0.937 0.949 0.889 0.0 	 0.077 0.897 0.05 0.057 	 0.005 0.101 0.0 0.009 	
3200 0.956 0.956 0.913 0.0 	 0.055 0.893 0.032 0.039 	 0.005 0.108 0.0 0.014 	
3400 0.952 0.963 0.915 0.001 	 0.074 0.883 0.044 0.056 	 0.003 0.116 0.0 0.011 	
3600 0.952 0.966 0.919 0.002 	 0.063 0.89 0.039 0.049 	 0.005 0.109 0.001 0.011 	
3800 0.955 0.964 0.919 0.0 	 0.089 0.875 0.058 0.069 	 0.0 0.107 0.0 0.007 	
4000 0.962 0.965 0.928 0.0 	 0.072 0.879 0.052 0.059 	 0.002 0.114 0.0 0.007 	
4200 0.962 0.967 0.929 0.0 	 0.069 0.887 0.044 0.054 	 0.008 0.109 0.0 0.028 	
4400 0.958 0.969 0.928 0.0 	 0.063 0.892 0.043 0.047 	 0.005 0.115 0.001 0.021 	
4600 0.968 0.973 0.942 0.0 	 0.08 0.886 0.055 0.061 	 0.006 0.096 0.0 0.013 	
4800 0.964 0.976 0.941 0.0 	 0.06 0.9 0.041 0.05 	 0.004 0.11 0.001 0.014 	
5000 0.963 0.97 0.934 0.0 	 0.062 0.899 0.04 0.05 	 0.004 0.123 0.001 0.02 	
final 0.9655 0.9674 0.9337 0.0011 	 0.067 0.8853 0.0426 0.0533 	 0.0042 0.1075 0.0003 0.0164 	
