0 0.09 0.096 0.007 0.162 	 0.114 0.109 0.009 0.113 	 0.001 0.114 0.0 0.001 	
200 0.476 0.85 0.412 0.0 	 0.0 0.846 0.0 0.0 	 0.0 0.131 0.0 0.0 	
400 0.54 0.888 0.485 0.0 	 0.015 0.877 0.01 0.011 	 0.0 0.129 0.0 0.0 	
600 0.595 0.913 0.545 0.0 	 0.038 0.901 0.03 0.034 	 0.0 0.127 0.0 0.0 	
800 0.627 0.927 0.585 0.0 	 0.022 0.908 0.014 0.019 	 0.012 0.129 0.001 0.012 	
1000 0.666 0.941 0.628 0.005 	 0.075 0.906 0.061 0.067 	 0.095 0.126 0.013 0.095 	
1200 0.709 0.952 0.672 0.002 	 0.07 0.896 0.058 0.066 	 0.083 0.126 0.014 0.082 	
1400 0.737 0.958 0.704 0.003 	 0.128 0.905 0.115 0.124 	 0.26 0.121 0.033 0.256 	
1600 0.783 0.962 0.753 0.003 	 0.126 0.907 0.115 0.121 	 0.35 0.125 0.052 0.349 	
1800 0.801 0.969 0.777 0.002 	 0.126 0.901 0.11 0.12 	 0.246 0.121 0.04 0.243 	
2000 0.821 0.979 0.803 0.001 	 0.137 0.893 0.117 0.13 	 0.192 0.128 0.029 0.191 	
2200 0.879 0.97 0.851 0.0 	 0.137 0.9 0.117 0.132 	 0.227 0.13 0.036 0.225 	
2400 0.874 0.979 0.855 0.0 	 0.142 0.902 0.131 0.139 	 0.268 0.128 0.043 0.267 	
2600 0.893 0.979 0.877 0.003 	 0.2 0.912 0.178 0.191 	 0.399 0.128 0.055 0.397 	
2800 0.912 0.986 0.899 0.0 	 0.149 0.902 0.132 0.143 	 0.291 0.124 0.042 0.286 	
3000 0.915 0.985 0.902 0.001 	 0.224 0.899 0.199 0.217 	 0.412 0.129 0.053 0.409 	
3200 0.937 0.987 0.924 0.0 	 0.238 0.892 0.205 0.228 	 0.309 0.126 0.041 0.307 	
3400 0.935 0.992 0.928 0.001 	 0.334 0.887 0.302 0.324 	 0.399 0.125 0.048 0.39 	
3600 0.926 0.987 0.914 0.001 	 0.262 0.91 0.24 0.258 	 0.42 0.126 0.056 0.413 	
3800 0.941 0.991 0.932 0.001 	 0.2 0.912 0.18 0.196 	 0.331 0.127 0.043 0.33 	
4000 0.967 0.993 0.96 0.0 	 0.235 0.909 0.212 0.229 	 0.423 0.124 0.058 0.42 	
4200 0.97 0.981 0.952 0.0 	 0.267 0.896 0.239 0.262 	 0.463 0.118 0.051 0.456 	
4400 0.964 0.985 0.95 0.002 	 0.377 0.9 0.34 0.368 	 0.509 0.124 0.062 0.507 	
4600 0.95 0.989 0.94 0.0 	 0.321 0.907 0.29 0.313 	 0.502 0.122 0.064 0.496 	
4800 0.966 0.99 0.957 0.0 	 0.337 0.911 0.302 0.331 	 0.506 0.119 0.064 0.503 	
5000 0.964 0.992 0.956 0.0 	 0.268 0.912 0.244 0.262 	 0.334 0.123 0.045 0.328 	
final 0.9636 0.994 0.9579 0.0004 	 0.2613 0.8957 0.2295 0.2539 	 0.3382 0.1086 0.0349 0.3346 	
