0 0.112 0.094 0.009 0.07 	 0.121 0.078 0.005 0.112 	 0.004 0.112 0.0 0.004 	
200 0.479 0.856 0.407 0.0 	 0.0 0.865 0.0 0.0 	 0.0 0.109 0.0 0.0 	
400 0.534 0.887 0.476 0.0 	 0.026 0.88 0.019 0.019 	 0.0 0.114 0.0 0.0 	
600 0.566 0.901 0.505 0.001 	 0.031 0.9 0.025 0.029 	 0.0 0.112 0.0 0.0 	
800 0.605 0.923 0.558 0.001 	 0.047 0.9 0.038 0.042 	 0.001 0.127 0.0 0.001 	
1000 0.666 0.937 0.628 0.0 	 0.077 0.898 0.065 0.072 	 0.002 0.123 0.0 0.002 	
1200 0.71 0.942 0.67 0.001 	 0.056 0.898 0.051 0.054 	 0.003 0.129 0.001 0.003 	
1400 0.718 0.953 0.684 0.0 	 0.107 0.897 0.098 0.104 	 0.022 0.126 0.0 0.022 	
1600 0.745 0.963 0.716 0.001 	 0.167 0.901 0.143 0.161 	 0.012 0.12 0.002 0.012 	
1800 0.776 0.967 0.746 0.0 	 0.122 0.886 0.11 0.115 	 0.022 0.123 0.0 0.022 	
2000 0.801 0.973 0.78 0.0 	 0.12 0.896 0.104 0.114 	 0.024 0.129 0.004 0.024 	
2200 0.859 0.973 0.838 0.0 	 0.202 0.902 0.176 0.195 	 0.076 0.131 0.004 0.075 	
2400 0.874 0.976 0.853 0.001 	 0.218 0.912 0.189 0.21 	 0.108 0.126 0.011 0.107 	
2600 0.881 0.987 0.869 0.004 	 0.263 0.904 0.226 0.256 	 0.215 0.13 0.026 0.214 	
2800 0.887 0.982 0.872 0.0 	 0.111 0.901 0.094 0.107 	 0.046 0.129 0.006 0.046 	
3000 0.917 0.981 0.9 0.001 	 0.254 0.909 0.221 0.247 	 0.149 0.13 0.014 0.149 	
3200 0.935 0.991 0.927 0.0 	 0.302 0.899 0.263 0.292 	 0.22 0.125 0.015 0.211 	
3400 0.926 0.991 0.917 0.0 	 0.263 0.905 0.228 0.255 	 0.198 0.133 0.018 0.195 	
3600 0.942 0.989 0.931 0.001 	 0.303 0.9 0.266 0.294 	 0.17 0.123 0.015 0.165 	
3800 0.951 0.993 0.944 0.0 	 0.247 0.906 0.218 0.242 	 0.147 0.116 0.014 0.144 	
4000 0.957 0.992 0.949 0.001 	 0.272 0.898 0.238 0.265 	 0.163 0.13 0.016 0.161 	
4200 0.956 0.988 0.944 0.002 	 0.383 0.899 0.337 0.373 	 0.263 0.13 0.026 0.257 	
4400 0.947 0.991 0.938 0.004 	 0.412 0.905 0.372 0.407 	 0.225 0.137 0.025 0.223 	
4600 0.97 0.991 0.961 0.001 	 0.372 0.903 0.336 0.365 	 0.26 0.132 0.031 0.258 	
4800 0.962 0.993 0.956 0.0 	 0.352 0.9 0.31 0.349 	 0.171 0.139 0.019 0.17 	
5000 0.974 0.991 0.965 0.0 	 0.39 0.892 0.348 0.383 	 0.325 0.125 0.036 0.324 	
final 0.9629 0.9907 0.9542 0.0015 	 0.3666 0.8935 0.3238 0.3575 	 0.3297 0.1089 0.0374 0.329 	
