0 0.139 0.083 0.015 0.289 	 0.061 0.119 0.004 0.308 	 0.0 0.135 0.0 0.004 	
200 0.545 0.86 0.462 0.004 	 0.015 0.874 0.009 0.011 	 0.0 0.12 0.0 0.0 	
400 0.62 0.896 0.551 0.007 	 0.026 0.897 0.015 0.02 	 0.0 0.121 0.0 0.0 	
600 0.649 0.918 0.599 0.004 	 0.033 0.902 0.024 0.028 	 0.0 0.119 0.0 0.0 	
800 0.711 0.932 0.665 0.003 	 0.029 0.915 0.025 0.025 	 0.0 0.121 0.0 0.0 	
1000 0.752 0.943 0.708 0.003 	 0.044 0.919 0.036 0.046 	 0.0 0.118 0.0 0.003 	
1200 0.772 0.956 0.735 0.005 	 0.037 0.917 0.029 0.037 	 0.002 0.118 0.0 0.021 	
1400 0.821 0.961 0.788 0.006 	 0.062 0.913 0.049 0.061 	 0.004 0.13 0.001 0.023 	
1600 0.834 0.968 0.808 0.003 	 0.076 0.915 0.07 0.081 	 0.002 0.123 0.0 0.02 	
1800 0.884 0.96 0.845 0.002 	 0.096 0.911 0.085 0.102 	 0.007 0.125 0.0 0.028 	
2000 0.886 0.981 0.868 0.003 	 0.096 0.92 0.086 0.106 	 0.003 0.117 0.001 0.031 	
2200 0.904 0.982 0.887 0.004 	 0.107 0.915 0.094 0.112 	 0.016 0.121 0.003 0.053 	
2400 0.926 0.978 0.905 0.003 	 0.096 0.922 0.087 0.104 	 0.008 0.124 0.001 0.049 	
2600 0.916 0.986 0.904 0.004 	 0.147 0.907 0.126 0.164 	 0.019 0.125 0.004 0.097 	
2800 0.932 0.984 0.917 0.004 	 0.147 0.916 0.132 0.167 	 0.035 0.125 0.003 0.155 	
3000 0.939 0.984 0.925 0.002 	 0.117 0.91 0.106 0.121 	 0.03 0.118 0.004 0.144 	
3200 0.948 0.988 0.936 0.002 	 0.166 0.914 0.141 0.181 	 0.06 0.115 0.007 0.266 	
3400 0.945 0.992 0.938 0.006 	 0.194 0.912 0.172 0.216 	 0.034 0.124 0.003 0.152 	
3600 0.942 0.992 0.934 0.002 	 0.213 0.907 0.184 0.236 	 0.036 0.116 0.005 0.125 	
3800 0.952 0.991 0.943 0.007 	 0.233 0.906 0.206 0.249 	 0.054 0.114 0.007 0.219 	
4000 0.963 0.988 0.951 0.001 	 0.173 0.91 0.15 0.193 	 0.02 0.118 0.001 0.095 	
4200 0.961 0.989 0.951 0.004 	 0.194 0.921 0.175 0.212 	 0.043 0.122 0.005 0.214 	
4400 0.968 0.99 0.959 0.004 	 0.215 0.922 0.188 0.234 	 0.054 0.124 0.009 0.244 	
4600 0.962 0.992 0.954 0.004 	 0.19 0.913 0.165 0.202 	 0.04 0.12 0.005 0.203 	
4800 0.967 0.988 0.957 0.005 	 0.257 0.914 0.227 0.294 	 0.065 0.124 0.009 0.288 	
5000 0.97 0.993 0.963 0.001 	 0.249 0.91 0.221 0.284 	 0.041 0.124 0.008 0.187 	
final 0.9692 0.9919 0.9614 0.0033 	 0.2524 0.8893 0.2165 0.2736 	 0.0395 0.1059 0.0052 0.182 	
