0 0.154 0.075 0.008 0.388 	 0.073 0.094 0.006 0.355 	 0.019 0.106 0.002 0.105 	
200 0.577 0.859 0.498 0.004 	 0.009 0.873 0.003 0.004 	 0.0 0.118 0.0 0.0 	
400 0.663 0.885 0.589 0.001 	 0.02 0.888 0.01 0.014 	 0.001 0.123 0.0 0.004 	
600 0.705 0.908 0.641 0.009 	 0.038 0.894 0.027 0.036 	 0.0 0.123 0.0 0.0 	
800 0.745 0.925 0.687 0.004 	 0.046 0.895 0.035 0.041 	 0.0 0.115 0.0 0.0 	
1000 0.79 0.94 0.744 0.007 	 0.058 0.906 0.044 0.05 	 0.0 0.113 0.0 0.003 	
1200 0.828 0.951 0.783 0.007 	 0.068 0.912 0.058 0.07 	 0.035 0.109 0.004 0.15 	
1400 0.862 0.955 0.821 0.003 	 0.075 0.9 0.063 0.069 	 0.008 0.119 0.001 0.038 	
1600 0.871 0.953 0.833 0.004 	 0.088 0.907 0.077 0.089 	 0.012 0.127 0.002 0.065 	
1800 0.906 0.972 0.88 0.007 	 0.135 0.906 0.116 0.137 	 0.018 0.12 0.004 0.107 	
2000 0.915 0.96 0.876 0.007 	 0.133 0.908 0.112 0.142 	 0.038 0.116 0.006 0.184 	
2200 0.933 0.972 0.908 0.002 	 0.107 0.909 0.092 0.106 	 0.003 0.126 0.001 0.035 	
2400 0.926 0.98 0.906 0.001 	 0.106 0.915 0.091 0.108 	 0.009 0.113 0.002 0.044 	
2600 0.936 0.976 0.913 0.008 	 0.164 0.913 0.146 0.183 	 0.021 0.123 0.006 0.097 	
2800 0.944 0.982 0.926 0.0 	 0.132 0.902 0.113 0.132 	 0.015 0.115 0.001 0.082 	
3000 0.949 0.984 0.933 0.002 	 0.174 0.911 0.153 0.182 	 0.038 0.111 0.004 0.176 	
3200 0.949 0.989 0.938 0.002 	 0.16 0.909 0.142 0.165 	 0.018 0.103 0.002 0.094 	
3400 0.949 0.987 0.936 0.006 	 0.17 0.916 0.147 0.177 	 0.028 0.115 0.006 0.155 	
3600 0.954 0.989 0.943 0.01 	 0.215 0.914 0.189 0.242 	 0.018 0.111 0.003 0.101 	
3800 0.953 0.989 0.942 0.001 	 0.184 0.906 0.164 0.197 	 0.012 0.112 0.0 0.085 	
4000 0.959 0.992 0.951 0.004 	 0.218 0.915 0.198 0.233 	 0.031 0.113 0.003 0.202 	
4200 0.958 0.989 0.947 0.004 	 0.207 0.921 0.186 0.228 	 0.035 0.11 0.002 0.195 	
4400 0.972 0.989 0.961 0.002 	 0.196 0.904 0.168 0.207 	 0.022 0.118 0.003 0.128 	
4600 0.971 0.988 0.959 0.004 	 0.204 0.909 0.179 0.219 	 0.032 0.103 0.001 0.137 	
4800 0.972 0.993 0.965 0.0 	 0.183 0.919 0.163 0.197 	 0.014 0.11 0.001 0.102 	
5000 0.981 0.994 0.975 0.0 	 0.195 0.909 0.171 0.217 	 0.036 0.112 0.004 0.194 	
final 0.9663 0.9935 0.9601 0.0028 	 0.2157 0.8936 0.182 0.2277 	 0.0445 0.1122 0.0047 0.2192 	
